X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,class
0.02,0.05,0.12,0.12,0.09,0.12,0.08,0.11,0.13,0.17,0.23,0.19,0.14,0.1,0.12,0.06,0.11,0.04,0.03,0.01,0.2,0.14,0.1,0.1,0.07,0.08,0.06,0.13,0.1,0.05,0,-0.53,-6.5,836.36,1250,1850,8.65,4.71,4.39,10.24,5.59,10.24,13.19,Upstairs
0.26,0.22,0.18,0.1,0.07,0.08,0.08,0.04,0.01,0,0.17,0.04,0.11,0.16,0.12,0.14,0.09,0.07,0.09,0.03,0.12,0.09,0.1,0.06,0.1,0.11,0.09,0.17,0.09,0.09,0,6.11,-0.86,2225,740.91,2225,9.64,6.44,5.19,11.38,7.82,11.38,15.2,Jogging
0.12,0.08,0.1,0.08,0.12,0.1,0.1,0.12,0.13,0.08,0.13,0.09,0.08,0.08,0.12,0.1,0.11,0.08,0.1,0.1,0.14,0.13,0.07,0.06,0.09,0.09,0.12,0.07,0.11,0.13,0,7.32,1.67,4525,351.92,2625,3.32,7.84,3.37,3.99,9.09,3.99,11.64,Jogging
0.09,0.09,0.11,0.13,0.08,0.1,0.11,0.1,0.13,0.09,0.08,0.13,0.1,0.11,0.09,0.1,0.12,0.08,0.08,0.13,0.1,0.11,0.09,0.11,0.11,0.1,0.09,0.11,0.11,0.09,0,9.79,-0.21,1156.25,762.5,1000,2.86,2.79,1.8,3.49,3.4,3.49,10.66,Walking
0.09,0.09,0.15,0.13,0.1,0.08,0.13,0.07,0.1,0.08,0.11,0.09,0.11,0.1,0.12,0.08,0.05,0.11,0.12,0.14,0.08,0.11,0.08,0.1,0.13,0.09,0.1,0.1,0.12,0.11,0,9.99,0.49,1325,975,1950,3.3,3.89,2.56,4.01,4.66,4.01,11.24,Upstairs
0.06,0.11,0.07,0.13,0.14,0.15,0.1,0.1,0.1,0.06,0.08,0.11,0.09,0.11,0.12,0.11,0.12,0.1,0.08,0.1,0.05,0.08,0.13,0.13,0.09,0.11,0.13,0.11,0.11,0.08,0,9.97,1.21,2225,781.25,1725,1.19,3.21,2.11,1.63,3.86,1.63,10.45,Walking
0.01,0.02,0.02,0.03,0,0.1,0.18,0,0.43,0.24,0.06,0.04,0.12,0,0,0.18,0,0.28,0,0.33,0.19,0.24,0,0,0.31,0,0.15,0.07,0.04,0.02,0,3.06,8,321.67,2137.5,223.26,4.34,0.06,0.05,4.35,0.1,4.35,9.6,Sitting
0.23,0.13,0.1,0.12,0.07,0.06,0.08,0.03,0.02,0,0.2,0.19,0.22,0.09,0.05,0.06,0.02,0.01,0,0,0.18,0.1,0.08,0.08,0.16,0.13,0.07,0.03,0.01,0,0,0.48,-1.73,600,783.33,750,7.37,2.35,2.32,10.83,3.87,10.83,8.7,Jogging
0.05,0.01,0.02,0,0,0.06,0,0.13,0,0.06,0.06,0,0,0.06,0,0,0.16,0,0.04,0.02,0.01,0,0,0.05,0,0,0.13,0,0.08,0.06,0,0.55,2.7,328.57,357.14,200,1.78,0.38,1.83,5.57,1.18,5.57,3.28,Sitting
0.1,0.09,0.08,0.08,0.11,0.13,0.07,0.12,0.09,0.14,0,0.26,0.09,0.08,0.08,0.09,0.13,0.09,0.14,0.06,0.14,0.08,0.07,0.08,0.07,0.06,0.06,0.11,0.16,0.19,0,-9.24,2.13,1000,975,1050,8.2,8.38,6.03,10.27,9.57,10.27,17.45,Jogging
0.17,0.11,0.09,0.1,0.08,0.1,0.06,0.09,0.12,0.1,0.12,0.1,0.1,0.1,0.07,0.09,0.12,0.11,0.08,0.13,0.11,0.08,0.09,0.14,0.17,0.09,0.09,0.07,0.06,0.12,0,10,-1.66,2700,742.31,2700,3.97,3.56,2.9,5.19,4.53,5.19,11.95,Walking
0.11,0.1,0.16,0.07,0.08,0.08,0.14,0.14,0.1,0.04,0.11,0.06,0.05,0.11,0.15,0.17,0.12,0.08,0.13,0.05,0.08,0.15,0.11,0.07,0.12,0.07,0.07,0.11,0.12,0.11,0,-2.07,-1.06,3183.33,4025,3350,7.51,5.25,5.22,9.81,7.13,9.81,11.83,Jogging
0.11,0.09,0.14,0.12,0.05,0.1,0.14,0.07,0.09,0.12,0.11,0.1,0.1,0.09,0.12,0.1,0.08,0.1,0.09,0.03,0.12,0.12,0.07,0.12,0.1,0.11,0.1,0.08,0.11,0.11,0,9.99,0.17,1487.5,370,2225,5.11,6.65,3.91,6.79,7.93,6.79,13.91,Jogging
0.15,0.07,0.12,0.08,0.09,0.09,0.1,0.11,0.13,0.08,0.1,0.12,0.11,0.1,0.13,0.08,0.1,0.06,0.12,0.11,0.1,0.1,0.1,0.15,0.11,0.08,0.08,0.12,0.09,0.09,0,5.65,-0.46,1078.57,4300,4300,8.53,3.05,2.07,10.14,4.17,10.14,11.55,Walking
0.05,0.1,0.16,0.13,0.09,0.07,0.14,0.13,0.09,0.06,0.07,0.11,0.11,0.12,0.08,0.09,0.11,0.12,0.1,0.11,0.06,0.12,0.11,0.13,0.08,0.13,0.1,0.12,0.15,0.02,0,8.4,-2.22,2550,368,3375,3.67,6.1,2.07,4.68,6.79,4.68,10.4,Jogging
0.11,0.09,0.06,0.05,0.07,0.09,0.11,0.12,0.14,0.05,0.08,0.11,0.08,0.1,0.13,0.09,0.11,0.1,0.1,0,0.12,0.06,0.05,0.08,0.07,0.13,0.13,0.11,0.11,0,0,9.56,0.34,4125,1987.5,3975,3.88,2.66,2.4,4.82,3.39,4.82,11.05,Upstairs
0.06,0.08,0.15,0.1,0.13,0.09,0.09,0.12,0.1,0.11,0.1,0.09,0.13,0.09,0.07,0.12,0.06,0.12,0.16,0.07,0.1,0.09,0.09,0.12,0.1,0.13,0.07,0.12,0.1,0.11,0,9.59,-1.05,3700,962.5,2075,3.94,4.69,3.16,4.78,5.56,4.78,12.01,Walking
0.09,0.09,0.1,0.08,0.12,0.09,0.13,0.12,0.1,0.1,0.15,0.08,0.1,0.13,0.1,0.09,0.08,0.09,0.11,0.11,0.1,0.07,0.11,0.11,0.12,0.07,0.11,0.11,0.11,0.11,0,-0.04,-4.93,1391.67,1016.67,3475,9.89,5.94,4.17,11.37,7.39,11.37,14.45,Walking
0.08,0.07,0.13,0.13,0.15,0.11,0.13,0.13,0.05,0.05,0.05,0.07,0.11,0.13,0.09,0.13,0.09,0.16,0.14,0.05,0.16,0.05,0.1,0.04,0.04,0.09,0.13,0.22,0.12,0.06,0,9.26,-0.44,2200,1258.33,2187.5,4.99,2.5,2.19,6.36,3.22,6.36,11.48,Walking
0.1,0.08,0.15,0.06,0.1,0.09,0.16,0.05,0.13,0.1,0.1,0.09,0.07,0.12,0.1,0.14,0.1,0.12,0.08,0,0.09,0.13,0.09,0.09,0.11,0.11,0.11,0.07,0.13,0.1,0,7.87,-0.84,925,530.56,2875,8.49,7.24,3.49,10.41,8.36,10.41,14.34,Jogging
